"Plot Title: 10720196"
"#","Date Time, GMT+02:00","Low Range, μS/cm (LGR S/N: 10720196, SEN S/N: 10720196)","Temp, °C (LGR S/N: 10720196, SEN S/N: 10720196)"
13648,07/22/16 10:51:46 em,15.0,19.36
13649,07/22/16 10:51:47 em,14.9,19.36
13650,07/22/16 10:51:48 em,14.9,19.36
13651,07/22/16 10:51:49 em,14.9,19.36
13652,07/22/16 10:51:50 em,15.0,19.36
13653,07/22/16 10:51:51 em,14.9,19.36
13654,07/22/16 10:51:52 em,14.9,19.36
13655,07/22/16 10:51:53 em,14.9,19.36
13656,07/22/16 10:51:54 em,14.9,19.36
13657,07/22/16 10:51:55 em,14.9,19.36
13658,07/22/16 10:51:56 em,14.9,19.36
13659,07/22/16 10:51:57 em,14.9,19.36
13660,07/22/16 10:51:58 em,14.9,19.36
13661,07/22/16 10:51:59 em,15.0,19.36
13662,07/22/16 10:52:00 em,15.0,19.36
13663,07/22/16 10:52:01 em,14.9,19.36
13664,07/22/16 10:52:02 em,14.9,19.36
13665,07/22/16 10:52:03 em,15.0,19.36
13666,07/22/16 10:52:04 em,14.9,19.36
13667,07/22/16 10:52:05 em,14.9,19.36
13668,07/22/16 10:52:06 em,15.0,19.36
13669,07/22/16 10:52:07 em,15.0,19.36
13670,07/22/16 10:52:08 em,14.9,19.36
13671,07/22/16 10:52:09 em,14.9,19.36
13672,07/22/16 10:52:10 em,14.9,19.36
13673,07/22/16 10:52:11 em,14.9,19.36
13674,07/22/16 10:52:12 em,15.0,19.36
13675,07/22/16 10:52:13 em,14.9,19.36
13676,07/22/16 10:52:14 em,15.0,19.36
13677,07/22/16 10:52:15 em,14.9,19.36
13678,07/22/16 10:52:16 em,14.9,19.36
13679,07/22/16 10:52:17 em,14.9,19.36
13680,07/22/16 10:52:18 em,15.0,19.36
13681,07/22/16 10:52:19 em,14.9,19.36
13682,07/22/16 10:52:20 em,14.9,19.36
13683,07/22/16 10:52:21 em,14.9,19.36
13684,07/22/16 10:52:22 em,14.9,19.36
13685,07/22/16 10:52:23 em,14.9,19.36
13686,07/22/16 10:52:24 em,14.9,19.36
13687,07/22/16 10:52:25 em,14.9,19.36
13688,07/22/16 10:52:26 em,14.9,19.36
13689,07/22/16 10:52:27 em,15.0,19.36
13690,07/22/16 10:52:28 em,14.9,19.36
13691,07/22/16 10:52:29 em,14.9,19.36
13692,07/22/16 10:52:30 em,14.9,19.36
13693,07/22/16 10:52:31 em,14.9,19.36
13694,07/22/16 10:52:32 em,14.9,19.36
13695,07/22/16 10:52:33 em,14.9,19.36
13696,07/22/16 10:52:34 em,15.0,19.36
13697,07/22/16 10:52:35 em,14.9,19.36
13698,07/22/16 10:52:36 em,14.9,19.36
13699,07/22/16 10:52:37 em,15.0,19.36
13700,07/22/16 10:52:38 em,14.9,19.36
13701,07/22/16 10:52:39 em,14.9,19.36
13702,07/22/16 10:52:40 em,14.9,19.36
13703,07/22/16 10:52:41 em,14.9,19.36
13704,07/22/16 10:52:42 em,14.9,19.36
13705,07/22/16 10:52:43 em,14.9,19.36
13706,07/22/16 10:52:44 em,14.9,19.36
13707,07/22/16 10:52:45 em,14.9,19.36
13708,07/22/16 10:52:46 em,15.0,19.36
13709,07/22/16 10:52:47 em,14.9,19.36
13710,07/22/16 10:52:48 em,14.9,19.36
13711,07/22/16 10:52:49 em,14.9,19.36
13712,07/22/16 10:52:50 em,15.0,19.36
13713,07/22/16 10:52:51 em,15.0,19.36
13714,07/22/16 10:52:52 em,15.0,19.36
13715,07/22/16 10:52:53 em,14.9,19.36
13716,07/22/16 10:52:54 em,15.0,19.36
13717,07/22/16 10:52:55 em,14.9,19.36
13718,07/22/16 10:52:56 em,14.9,19.36
13719,07/22/16 10:52:57 em,14.9,19.36
13720,07/22/16 10:52:58 em,15.0,19.36
13721,07/22/16 10:52:59 em,14.9,19.36
13722,07/22/16 10:53:00 em,15.0,19.36
13723,07/22/16 10:53:01 em,14.9,19.36
13724,07/22/16 10:53:02 em,15.0,19.36
13725,07/22/16 10:53:03 em,14.9,19.36
13726,07/22/16 10:53:04 em,15.0,19.36
13727,07/22/16 10:53:05 em,14.9,19.36
13728,07/22/16 10:53:06 em,14.9,19.36
13729,07/22/16 10:53:07 em,14.9,19.36
13730,07/22/16 10:53:08 em,14.9,19.36
13731,07/22/16 10:53:09 em,14.9,19.36
13732,07/22/16 10:53:10 em,14.9,19.36
13733,07/22/16 10:53:11 em,14.9,19.36
13734,07/22/16 10:53:12 em,14.9,19.36
13735,07/22/16 10:53:13 em,14.9,19.36
13736,07/22/16 10:53:14 em,14.9,19.36
13737,07/22/16 10:53:15 em,15.0,19.36
13738,07/22/16 10:53:16 em,14.9,19.36
13739,07/22/16 10:53:17 em,14.9,19.36
13740,07/22/16 10:53:18 em,15.0,19.36
13741,07/22/16 10:53:19 em,14.9,19.36
13742,07/22/16 10:53:20 em,15.0,19.36
13743,07/22/16 10:53:21 em,14.9,19.36
13744,07/22/16 10:53:22 em,14.9,19.36
13745,07/22/16 10:53:23 em,14.9,19.36
13746,07/22/16 10:53:24 em,15.0,19.36
13747,07/22/16 10:53:25 em,14.9,19.36
13748,07/22/16 10:53:26 em,14.9,19.36
13749,07/22/16 10:53:27 em,14.9,19.36
13750,07/22/16 10:53:28 em,14.9,19.36
13751,07/22/16 10:53:29 em,14.9,19.36
13752,07/22/16 10:53:30 em,14.9,19.36
13753,07/22/16 10:53:31 em,15.0,19.36
13754,07/22/16 10:53:32 em,15.0,19.36
13755,07/22/16 10:53:33 em,14.9,19.36
13756,07/22/16 10:53:34 em,14.9,19.36
13757,07/22/16 10:53:35 em,14.9,19.36
13758,07/22/16 10:53:36 em,15.0,19.36
13759,07/22/16 10:53:37 em,15.0,19.36
13760,07/22/16 10:53:38 em,14.9,19.36
13761,07/22/16 10:53:39 em,15.0,19.36
13762,07/22/16 10:53:40 em,15.0,19.36
13763,07/22/16 10:53:41 em,14.9,19.36
13764,07/22/16 10:53:42 em,14.9,19.36
13765,07/22/16 10:53:43 em,14.9,19.36
13766,07/22/16 10:53:44 em,15.0,19.36
13767,07/22/16 10:53:45 em,14.9,19.36
13768,07/22/16 10:53:46 em,15.0,19.36
13769,07/22/16 10:53:47 em,14.9,19.36
13770,07/22/16 10:53:48 em,15.0,19.36
13771,07/22/16 10:53:49 em,14.9,19.36
13772,07/22/16 10:53:50 em,14.9,19.36
13773,07/22/16 10:53:51 em,14.9,19.36
13774,07/22/16 10:53:52 em,14.9,19.36
13775,07/22/16 10:53:53 em,14.9,19.36
13776,07/22/16 10:53:54 em,15.0,19.36
13777,07/22/16 10:53:55 em,14.9,19.36
13778,07/22/16 10:53:56 em,14.9,19.36
13779,07/22/16 10:53:57 em,15.0,19.36
13780,07/22/16 10:53:58 em,14.9,19.36
13781,07/22/16 10:53:59 em,14.9,19.36
13782,07/22/16 10:54:00 em,14.9,19.36
13783,07/22/16 10:54:01 em,15.0,19.36
13784,07/22/16 10:54:02 em,14.9,19.36
13785,07/22/16 10:54:03 em,14.9,19.36
13786,07/22/16 10:54:04 em,14.9,19.36
13787,07/22/16 10:54:05 em,14.9,19.36
13788,07/22/16 10:54:06 em,14.9,19.36
13789,07/22/16 10:54:07 em,14.9,19.36
13790,07/22/16 10:54:08 em,14.9,19.36
13791,07/22/16 10:54:09 em,14.9,19.36
13792,07/22/16 10:54:10 em,14.9,19.36
13793,07/22/16 10:54:11 em,14.9,19.36
13794,07/22/16 10:54:12 em,14.9,19.36
13795,07/22/16 10:54:13 em,14.9,19.36
13796,07/22/16 10:54:14 em,14.9,19.36
13797,07/22/16 10:54:15 em,14.9,19.36
13798,07/22/16 10:54:16 em,15.0,19.36
13799,07/22/16 10:54:17 em,14.9,19.36
13800,07/22/16 10:54:18 em,14.9,19.36
13801,07/22/16 10:54:19 em,14.9,19.36
13802,07/22/16 10:54:20 em,14.9,19.36
13803,07/22/16 10:54:21 em,15.0,19.36
13804,07/22/16 10:54:22 em,14.9,19.36
13805,07/22/16 10:54:23 em,14.9,19.36
13806,07/22/16 10:54:24 em,14.9,19.36
13807,07/22/16 10:54:25 em,14.9,19.36
13808,07/22/16 10:54:26 em,14.9,19.36
13809,07/22/16 10:54:27 em,14.9,19.36
13810,07/22/16 10:54:28 em,15.0,19.36
13811,07/22/16 10:54:29 em,14.9,19.36
13812,07/22/16 10:54:30 em,14.9,19.36
13813,07/22/16 10:54:31 em,14.9,19.36
13814,07/22/16 10:54:32 em,14.9,19.36
13815,07/22/16 10:54:33 em,14.9,19.36
13816,07/22/16 10:54:34 em,14.9,19.36
13817,07/22/16 10:54:35 em,14.9,19.36
13818,07/22/16 10:54:36 em,14.9,19.36
13819,07/22/16 10:54:37 em,14.9,19.36
13820,07/22/16 10:54:38 em,15.0,19.36
13821,07/22/16 10:54:39 em,14.9,19.36
13822,07/22/16 10:54:40 em,14.9,19.36
13823,07/22/16 10:54:41 em,15.0,19.36
13824,07/22/16 10:54:42 em,14.9,19.36
13825,07/22/16 10:54:43 em,14.9,19.36
13826,07/22/16 10:54:44 em,15.0,19.36
13827,07/22/16 10:54:45 em,14.8,19.36
13828,07/22/16 10:54:46 em,14.9,19.36
13829,07/22/16 10:54:47 em,14.9,19.36
13830,07/22/16 10:54:48 em,15.0,19.36
13831,07/22/16 10:54:49 em,14.9,19.36
13832,07/22/16 10:54:50 em,15.0,19.36
13833,07/22/16 10:54:51 em,15.0,19.36
13834,07/22/16 10:54:52 em,14.9,19.36
13835,07/22/16 10:54:53 em,14.9,19.36
13836,07/22/16 10:54:54 em,14.9,19.36
13837,07/22/16 10:54:55 em,15.0,19.36
13838,07/22/16 10:54:56 em,14.9,19.36
13839,07/22/16 10:54:57 em,14.9,19.36
13840,07/22/16 10:54:58 em,15.0,19.36
13841,07/22/16 10:54:59 em,14.9,19.36
13842,07/22/16 10:55:00 em,15.0,19.36
13843,07/22/16 10:55:01 em,14.9,19.36
13844,07/22/16 10:55:02 em,14.9,19.36
13845,07/22/16 10:55:03 em,14.9,19.36
13846,07/22/16 10:55:04 em,14.9,19.36
13847,07/22/16 10:55:05 em,14.9,19.36
13848,07/22/16 10:55:06 em,14.9,19.36
13849,07/22/16 10:55:07 em,14.9,19.36
13850,07/22/16 10:55:08 em,14.9,19.36
13851,07/22/16 10:55:09 em,14.9,19.36
13852,07/22/16 10:55:10 em,15.0,19.36
13853,07/22/16 10:55:11 em,14.9,19.36
13854,07/22/16 10:55:12 em,15.0,19.36
13855,07/22/16 10:55:13 em,14.9,19.36
13856,07/22/16 10:55:14 em,14.9,19.36
13857,07/22/16 10:55:15 em,15.0,19.36
13858,07/22/16 10:55:16 em,14.9,19.36
13859,07/22/16 10:55:17 em,14.9,19.36
13860,07/22/16 10:55:18 em,15.0,19.36
13861,07/22/16 10:55:19 em,14.9,19.37
13862,07/22/16 10:55:20 em,15.0,19.36
13863,07/22/16 10:55:21 em,14.9,19.36
13864,07/22/16 10:55:22 em,14.9,19.36
13865,07/22/16 10:55:23 em,14.9,19.36
13866,07/22/16 10:55:24 em,15.0,19.36
13867,07/22/16 10:55:25 em,14.9,19.36
13868,07/22/16 10:55:26 em,15.0,19.36
13869,07/22/16 10:55:27 em,14.9,19.36
13870,07/22/16 10:55:28 em,14.9,19.36
13871,07/22/16 10:55:29 em,14.9,19.36
13872,07/22/16 10:55:30 em,14.9,19.36
13873,07/22/16 10:55:31 em,14.9,19.36
13874,07/22/16 10:55:32 em,14.9,19.36
13875,07/22/16 10:55:33 em,14.9,19.36
13876,07/22/16 10:55:34 em,15.0,19.36
13877,07/22/16 10:55:35 em,14.9,19.36
13878,07/22/16 10:55:36 em,14.8,19.36
13879,07/22/16 10:55:37 em,15.0,19.36
13880,07/22/16 10:55:38 em,15.0,19.36
13881,07/22/16 10:55:39 em,14.9,19.36
13882,07/22/16 10:55:40 em,14.9,19.36
13883,07/22/16 10:55:41 em,15.0,19.36
13884,07/22/16 10:55:42 em,14.9,19.36
13885,07/22/16 10:55:43 em,15.0,19.36
13886,07/22/16 10:55:44 em,14.9,19.36
13887,07/22/16 10:55:45 em,14.9,19.36
13888,07/22/16 10:55:46 em,14.9,19.36
13889,07/22/16 10:55:47 em,14.9,19.36
13890,07/22/16 10:55:48 em,14.9,19.36
13891,07/22/16 10:55:49 em,14.9,19.36
13892,07/22/16 10:55:50 em,14.9,19.36
13893,07/22/16 10:55:51 em,15.0,19.36
13894,07/22/16 10:55:52 em,14.9,19.36
13895,07/22/16 10:55:53 em,14.9,19.36
13896,07/22/16 10:55:54 em,14.9,19.36
13897,07/22/16 10:55:55 em,14.9,19.36
13898,07/22/16 10:55:56 em,14.9,19.36
13899,07/22/16 10:55:57 em,14.9,19.36
13900,07/22/16 10:55:58 em,15.0,19.36
13901,07/22/16 10:55:59 em,14.9,19.36
13902,07/22/16 10:56:00 em,14.9,19.36
13903,07/22/16 10:56:01 em,14.9,19.36
13904,07/22/16 10:56:02 em,15.0,19.36
13905,07/22/16 10:56:03 em,14.9,19.36
13906,07/22/16 10:56:04 em,14.9,19.36
13907,07/22/16 10:56:05 em,15.0,19.36
13908,07/22/16 10:56:06 em,15.0,19.36
13909,07/22/16 10:56:07 em,14.9,19.36
13910,07/22/16 10:56:08 em,15.0,19.36
13911,07/22/16 10:56:09 em,15.0,19.36
13912,07/22/16 10:56:10 em,14.9,19.36
13913,07/22/16 10:56:11 em,15.0,19.36
13914,07/22/16 10:56:12 em,14.9,19.36
13915,07/22/16 10:56:13 em,14.9,19.36
13916,07/22/16 10:56:14 em,14.9,19.36
13917,07/22/16 10:56:15 em,15.0,19.36
13918,07/22/16 10:56:16 em,14.9,19.36
13919,07/22/16 10:56:17 em,14.9,19.36
13920,07/22/16 10:56:18 em,14.9,19.36
13921,07/22/16 10:56:19 em,14.9,19.36
13922,07/22/16 10:56:20 em,14.9,19.36
13923,07/22/16 10:56:21 em,15.0,19.36
13924,07/22/16 10:56:22 em,15.0,19.36
13925,07/22/16 10:56:23 em,14.9,19.36
13926,07/22/16 10:56:24 em,14.9,19.36
13927,07/22/16 10:56:25 em,14.9,19.36
13928,07/22/16 10:56:26 em,15.0,19.36
13929,07/22/16 10:56:27 em,15.0,19.36
13930,07/22/16 10:56:28 em,14.9,19.36
13931,07/22/16 10:56:29 em,14.9,19.36
13932,07/22/16 10:56:30 em,15.0,19.36
13933,07/22/16 10:56:31 em,14.9,19.36
13934,07/22/16 10:56:32 em,14.9,19.36
13935,07/22/16 10:56:33 em,14.9,19.36
13936,07/22/16 10:56:34 em,14.9,19.36
13937,07/22/16 10:56:35 em,15.0,19.36
13938,07/22/16 10:56:36 em,15.0,19.36
13939,07/22/16 10:56:37 em,14.9,19.36
13940,07/22/16 10:56:38 em,15.0,19.36
13941,07/22/16 10:56:39 em,14.9,19.36
13942,07/22/16 10:56:40 em,15.0,19.36
13943,07/22/16 10:56:41 em,14.9,19.36
13944,07/22/16 10:56:42 em,14.9,19.36
13945,07/22/16 10:56:43 em,14.9,19.36
13946,07/22/16 10:56:44 em,15.0,19.36
13947,07/22/16 10:56:45 em,14.9,19.36
13948,07/22/16 10:56:46 em,15.0,19.36
13949,07/22/16 10:56:47 em,14.9,19.36
13950,07/22/16 10:56:48 em,15.0,19.36
13951,07/22/16 10:56:49 em,15.0,19.36
13952,07/22/16 10:56:50 em,14.9,19.36
13953,07/22/16 10:56:51 em,14.9,19.36
13954,07/22/16 10:56:52 em,15.0,19.36
13955,07/22/16 10:56:53 em,14.9,19.36
13956,07/22/16 10:56:54 em,15.0,19.36
13957,07/22/16 10:56:55 em,14.9,19.36
13958,07/22/16 10:56:56 em,14.9,19.36
13959,07/22/16 10:56:57 em,14.9,19.36
13960,07/22/16 10:56:58 em,14.9,19.36
13961,07/22/16 10:56:59 em,14.9,19.36
13962,07/22/16 10:57:00 em,14.9,19.36
13963,07/22/16 10:57:01 em,14.9,19.36
13964,07/22/16 10:57:02 em,14.9,19.36
13965,07/22/16 10:57:03 em,15.0,19.36
13966,07/22/16 10:57:04 em,14.9,19.36
13967,07/22/16 10:57:05 em,14.9,19.36
13968,07/22/16 10:57:06 em,14.9,19.36
13969,07/22/16 10:57:07 em,14.9,19.36
13970,07/22/16 10:57:08 em,15.0,19.36
13971,07/22/16 10:57:09 em,14.9,19.36
13972,07/22/16 10:57:10 em,15.0,19.36
13973,07/22/16 10:57:11 em,14.9,19.37
13974,07/22/16 10:57:12 em,14.9,19.36
13975,07/22/16 10:57:13 em,15.0,19.36
13976,07/22/16 10:57:14 em,14.9,19.36
13977,07/22/16 10:57:15 em,15.0,19.36
13978,07/22/16 10:57:16 em,14.9,19.37
13979,07/22/16 10:57:17 em,15.0,19.36
13980,07/22/16 10:57:18 em,14.8,19.36
13981,07/22/16 10:57:19 em,15.0,19.37
13982,07/22/16 10:57:20 em,14.9,19.36
13983,07/22/16 10:57:21 em,14.9,19.36
13984,07/22/16 10:57:22 em,15.0,19.36
13985,07/22/16 10:57:23 em,14.9,19.36
13986,07/22/16 10:57:24 em,14.9,19.36
13987,07/22/16 10:57:25 em,14.9,19.36
13988,07/22/16 10:57:26 em,14.9,19.36
13989,07/22/16 10:57:27 em,15.0,19.36
13990,07/22/16 10:57:28 em,15.0,19.36
13991,07/22/16 10:57:29 em,14.9,19.36
13992,07/22/16 10:57:30 em,14.9,19.36
13993,07/22/16 10:57:31 em,14.9,19.36
13994,07/22/16 10:57:32 em,14.9,19.36
13995,07/22/16 10:57:33 em,14.9,19.36
13996,07/22/16 10:57:34 em,15.0,19.37
13997,07/22/16 10:57:35 em,14.9,19.36
13998,07/22/16 10:57:36 em,14.9,19.36
13999,07/22/16 10:57:37 em,15.0,19.36
14000,07/22/16 10:57:38 em,15.0,19.36
14001,07/22/16 10:57:39 em,14.9,19.36
14002,07/22/16 10:57:40 em,14.9,19.36
14003,07/22/16 10:57:41 em,14.9,19.36
14004,07/22/16 10:57:42 em,15.0,19.36
14005,07/22/16 10:57:43 em,15.0,19.36
14006,07/22/16 10:57:44 em,14.9,19.36
14007,07/22/16 10:57:45 em,14.9,19.36
14008,07/22/16 10:57:46 em,14.9,19.36
14009,07/22/16 10:57:47 em,14.9,19.36
14010,07/22/16 10:57:48 em,15.0,19.36
14011,07/22/16 10:57:49 em,15.0,19.36
14012,07/22/16 10:57:50 em,15.0,19.36
14013,07/22/16 10:57:51 em,14.9,19.36
14014,07/22/16 10:57:52 em,14.9,19.36
14015,07/22/16 10:57:53 em,14.9,19.36
14016,07/22/16 10:57:54 em,14.9,19.36
14017,07/22/16 10:57:55 em,15.0,19.36
14018,07/22/16 10:57:56 em,14.9,19.36
14019,07/22/16 10:57:57 em,15.0,19.36
14020,07/22/16 10:57:58 em,14.9,19.36
14021,07/22/16 10:57:59 em,14.9,19.36
14022,07/22/16 10:58:00 em,14.9,19.36
14023,07/22/16 10:58:01 em,14.9,19.36
14024,07/22/16 10:58:02 em,15.0,19.36
14025,07/22/16 10:58:03 em,14.9,19.36
14026,07/22/16 10:58:04 em,14.9,19.36
14027,07/22/16 10:58:05 em,14.9,19.37
14028,07/22/16 10:58:06 em,15.0,19.36
14029,07/22/16 10:58:07 em,14.9,19.36
14030,07/22/16 10:58:08 em,14.9,19.36
14031,07/22/16 10:58:09 em,14.9,19.36
14032,07/22/16 10:58:10 em,14.9,19.36
14033,07/22/16 10:58:11 em,14.9,19.37
14034,07/22/16 10:58:12 em,15.0,19.36
14035,07/22/16 10:58:13 em,15.0,19.36
14036,07/22/16 10:58:14 em,15.0,19.36
14037,07/22/16 10:58:15 em,15.0,19.36
14038,07/22/16 10:58:16 em,15.0,19.36
14039,07/22/16 10:58:17 em,15.0,19.36
14040,07/22/16 10:58:18 em,14.9,19.36
14041,07/22/16 10:58:19 em,15.0,19.36
14042,07/22/16 10:58:20 em,15.0,19.36
14043,07/22/16 10:58:21 em,14.9,19.36
14044,07/22/16 10:58:22 em,14.9,19.36
14045,07/22/16 10:58:23 em,14.9,19.36
14046,07/22/16 10:58:24 em,14.9,19.37
14047,07/22/16 10:58:25 em,14.9,19.37
14048,07/22/16 10:58:26 em,14.9,19.37
14049,07/22/16 10:58:27 em,15.0,19.36
14050,07/22/16 10:58:28 em,14.9,19.36
14051,07/22/16 10:58:29 em,14.9,19.36
14052,07/22/16 10:58:30 em,14.9,19.36
14053,07/22/16 10:58:31 em,14.9,19.36
14054,07/22/16 10:58:32 em,15.0,19.36
14055,07/22/16 10:58:33 em,14.9,19.37
14056,07/22/16 10:58:34 em,14.9,19.36
14057,07/22/16 10:58:35 em,15.0,19.36
14058,07/22/16 10:58:36 em,14.9,19.37
14059,07/22/16 10:58:37 em,14.9,19.36
14060,07/22/16 10:58:38 em,14.9,19.37
14061,07/22/16 10:58:39 em,15.0,19.37
14062,07/22/16 10:58:40 em,14.9,19.36
14063,07/22/16 10:58:41 em,15.0,19.37
14064,07/22/16 10:58:42 em,15.0,19.37
14065,07/22/16 10:58:43 em,14.9,19.37
14066,07/22/16 10:58:44 em,14.9,19.36
14067,07/22/16 10:58:45 em,14.9,19.37
14068,07/22/16 10:58:46 em,15.0,19.36
14069,07/22/16 10:58:47 em,14.9,19.37
14070,07/22/16 10:58:48 em,14.9,19.36
14071,07/22/16 10:58:49 em,15.0,19.36
14072,07/22/16 10:58:50 em,14.9,19.36
14073,07/22/16 10:58:51 em,15.0,19.36
14074,07/22/16 10:58:52 em,15.0,19.37
14075,07/22/16 10:58:53 em,15.0,19.36
14076,07/22/16 10:58:54 em,14.9,19.37
14077,07/22/16 10:58:55 em,14.9,19.37
14078,07/22/16 10:58:56 em,14.9,19.36
14079,07/22/16 10:58:57 em,14.9,19.37
14080,07/22/16 10:58:58 em,14.9,19.36
14081,07/22/16 10:58:59 em,14.9,19.37
14082,07/22/16 10:59:00 em,14.9,19.36
14083,07/22/16 10:59:01 em,14.9,19.36
14084,07/22/16 10:59:02 em,14.9,19.36
14085,07/22/16 10:59:03 em,14.9,19.37
14086,07/22/16 10:59:04 em,15.0,19.36
14087,07/22/16 10:59:05 em,15.0,19.36
14088,07/22/16 10:59:06 em,14.9,19.36
14089,07/22/16 10:59:07 em,14.9,19.36
14090,07/22/16 10:59:08 em,14.9,19.36
14091,07/22/16 10:59:09 em,15.0,19.37
14092,07/22/16 10:59:10 em,14.9,19.36
14093,07/22/16 10:59:11 em,15.0,19.37
14094,07/22/16 10:59:12 em,14.9,19.36
14095,07/22/16 10:59:13 em,15.0,19.36
14096,07/22/16 10:59:14 em,14.9,19.36
14097,07/22/16 10:59:15 em,14.9,19.37
14098,07/22/16 10:59:16 em,14.9,19.37
14099,07/22/16 10:59:17 em,14.9,19.37
14100,07/22/16 10:59:18 em,14.9,19.37
14101,07/22/16 10:59:19 em,14.9,19.36
14102,07/22/16 10:59:20 em,14.9,19.36
14103,07/22/16 10:59:21 em,14.8,19.37
14104,07/22/16 10:59:22 em,14.9,19.36
14105,07/22/16 10:59:23 em,14.9,19.37
14106,07/22/16 10:59:24 em,14.9,19.37
14107,07/22/16 10:59:25 em,15.0,19.37
14108,07/22/16 10:59:26 em,15.0,19.37
14109,07/22/16 10:59:27 em,15.0,19.37
14110,07/22/16 10:59:28 em,14.9,19.37
14111,07/22/16 10:59:29 em,14.9,19.37
14112,07/22/16 10:59:30 em,14.8,19.36
14113,07/22/16 10:59:31 em,14.9,19.36
14114,07/22/16 10:59:32 em,14.9,19.36
14115,07/22/16 10:59:33 em,14.9,19.36
14116,07/22/16 10:59:34 em,14.9,19.36
14117,07/22/16 10:59:35 em,14.9,19.37
14118,07/22/16 10:59:36 em,14.9,19.36
14119,07/22/16 10:59:37 em,15.0,19.36
14120,07/22/16 10:59:38 em,15.0,19.37
14121,07/22/16 10:59:39 em,14.9,19.36
14122,07/22/16 10:59:40 em,15.0,19.37
14123,07/22/16 10:59:41 em,15.0,19.36
14124,07/22/16 10:59:42 em,14.9,19.37
14125,07/22/16 10:59:43 em,14.9,19.36
14126,07/22/16 10:59:44 em,14.9,19.37
14127,07/22/16 10:59:45 em,15.0,19.36
14128,07/22/16 10:59:46 em,14.9,19.36
14129,07/22/16 10:59:47 em,14.9,19.36
14130,07/22/16 10:59:48 em,15.0,19.36
14131,07/22/16 10:59:49 em,14.9,19.36
14132,07/22/16 10:59:50 em,15.0,19.37
14133,07/22/16 10:59:51 em,14.9,19.36
14134,07/22/16 10:59:52 em,14.9,19.37
14135,07/22/16 10:59:53 em,15.0,19.36
14136,07/22/16 10:59:54 em,14.9,19.36
14137,07/22/16 10:59:55 em,14.9,19.37
14138,07/22/16 10:59:56 em,14.9,19.37
14139,07/22/16 10:59:57 em,14.9,19.37
14140,07/22/16 10:59:58 em,14.9,19.36
14141,07/22/16 10:59:59 em,15.0,19.36
14142,07/22/16 11:00:00 em,15.0,19.36
14143,07/22/16 11:00:01 em,14.9,19.37
14144,07/22/16 11:00:02 em,14.9,19.37
14145,07/22/16 11:00:03 em,14.9,19.37
14146,07/22/16 11:00:04 em,14.9,19.37
14147,07/22/16 11:00:05 em,15.0,19.37
14148,07/22/16 11:00:06 em,14.9,19.37
14149,07/22/16 11:00:07 em,15.0,19.37
14150,07/22/16 11:00:08 em,14.9,19.37
14151,07/22/16 11:00:09 em,14.8,19.36
14152,07/22/16 11:00:10 em,15.0,19.37
14153,07/22/16 11:00:11 em,15.0,19.36
14154,07/22/16 11:00:12 em,14.9,19.36
14155,07/22/16 11:00:13 em,14.9,19.37
14156,07/22/16 11:00:14 em,14.9,19.36
14157,07/22/16 11:00:15 em,14.9,19.37
14158,07/22/16 11:00:16 em,14.9,19.37
14159,07/22/16 11:00:17 em,15.0,19.37
14160,07/22/16 11:00:18 em,15.0,19.37
14161,07/22/16 11:00:19 em,14.9,19.37
14162,07/22/16 11:00:20 em,15.0,19.37
14163,07/22/16 11:00:21 em,14.9,19.37
14164,07/22/16 11:00:22 em,15.0,19.37
14165,07/22/16 11:00:23 em,14.9,19.36
14166,07/22/16 11:00:24 em,14.9,19.36
14167,07/22/16 11:00:25 em,14.9,19.37
14168,07/22/16 11:00:26 em,14.9,19.37
14169,07/22/16 11:00:27 em,14.9,19.37
14170,07/22/16 11:00:28 em,14.9,19.37
14171,07/22/16 11:00:29 em,15.0,19.37
14172,07/22/16 11:00:30 em,14.9,19.36
14173,07/22/16 11:00:31 em,14.9,19.37
14174,07/22/16 11:00:32 em,14.9,19.37
14175,07/22/16 11:00:33 em,15.0,19.36
14176,07/22/16 11:00:34 em,14.9,19.37
14177,07/22/16 11:00:35 em,14.9,19.37
14178,07/22/16 11:00:36 em,15.0,19.37
14179,07/22/16 11:00:37 em,14.9,19.37
14180,07/22/16 11:00:38 em,15.0,19.37
14181,07/22/16 11:00:39 em,14.9,19.37
14182,07/22/16 11:00:40 em,14.9,19.37
14183,07/22/16 11:00:41 em,14.9,19.37
14184,07/22/16 11:00:42 em,14.9,19.36
14185,07/22/16 11:00:43 em,14.9,19.36
14186,07/22/16 11:00:44 em,14.9,19.37
14187,07/22/16 11:00:45 em,14.9,19.36
14188,07/22/16 11:00:46 em,15.0,19.36
14189,07/22/16 11:00:47 em,14.9,19.36
14190,07/22/16 11:00:48 em,14.9,19.37
14191,07/22/16 11:00:49 em,15.0,19.37
14192,07/22/16 11:00:50 em,14.9,19.37
14193,07/22/16 11:00:51 em,14.9,19.37
14194,07/22/16 11:00:52 em,15.0,19.36
14195,07/22/16 11:00:53 em,15.0,19.37
14196,07/22/16 11:00:54 em,14.9,19.36
14197,07/22/16 11:00:55 em,14.9,19.37
14198,07/22/16 11:00:56 em,14.9,19.37
14199,07/22/16 11:00:57 em,14.9,19.37
14200,07/22/16 11:00:58 em,15.0,19.37
14201,07/22/16 11:00:59 em,14.9,19.37
14202,07/22/16 11:01:00 em,15.0,19.36
14203,07/22/16 11:01:01 em,14.9,19.37
